ID	Language_ID	Parameter_ID	Form	Value	Segments
hin-191_sand-1	hin	191_sand	reːt	रेत	r eː t
hin-53_odour-1	hin	53_odour	buː	बू	b uː
hin-309_stove-1	hin	309_stove	t͡ʃuːlhaː	चूल्हा	tʃ uː l h aː
hin-190_clay-1	hin	190_clay	t͡ʃɪkniː mɪʈːiː	चिकनी मिट्टी	tʃ ɪ k n iː + m ɪ ʈː iː
hin-514_clean-1	hin	514_clean	saːf	साफ़	s aː f
hin-57_sun-1	hin	57_sun	rəvɪ	रवि	r ə v ɪ
hin-478_friday-1	hin	478_friday	ɕʊkrəwaːr	शुक्रवार	ɕ ʊ k r ə w aː r
hin-228_message-2	hin	228_message	səmaːt͡ʃaːr	समाचार	s ə m aː tʃ aː r
hin-275_tip-1	hin	275_tip	noːk	नोक	n oː k
hin-422_money-2	hin	422_money	pɛːsaː	पैसा	p ɛː s aː
hin-246_guest-1	hin	246_guest	ətɪtʰɪ	अतिथि	ə t ɪ tʰ ɪ
hin-201_parents-2	hin	201_parents	maːtaːpɪtaː	माता-पिता	m aː t aː p ɪ t aː
hin-254_count-2	hin	254_count	səŋkʰjaː	संख्या	s ə ŋ kʰ j aː
hin-705_rot-1	hin	705_rot	ɡələnaː	गलना	g ə l ə n aː
hin-479_saturday-2	hin	479_saturday	ɕənɪwaːr	शनिवार	ɕ ə n ɪ w aː r
hin-446_fault-2	hin	446_fault	qəsuːr	क़सूर	q ə s uː r
hin-766_seesaw-1	hin	766_seesaw	d͡ʒʰuːlnaː	झूलना	dʒʰ uː l n aː
hin-241_song-1	hin	241_song	ɡiːt	गीत	g iː t
hin-481_big-1	hin	481_big	bəɽaː	बड़ा	b ə ɽ aː
hin-899_hand-1	hin	899_hand	tʰəmaːnaː	थमाना	tʰ ə m aː n aː
hin-477_thursday-2	hin	477_thursday	bɽʰəspətɪvaːr	बृहस्पतिवार	b ɽʰ ə s p ə t ɪ v aː r
hin-816_finish-2	hin	816_finish	səmaːpt kərnaː	समाप्त करना	s ə m aː p t + k ə r n aː
hin-359_soup-1	hin	359_soup	suːp	सूप	s uː p
hin-129_egg-1	hin	129_egg	əɳɖaː	अंडा	ə ɳ ɖ aː
hin-818_succeed-2	hin	818_succeed	ətt͡ʃʰaː hoːnaː	अच्छा होना	ə t tʃʰ aː + h oː n aː
hin-47_stomach-2	hin	47_stomach	əmaːɕəj	अमाशय	ə m aː ɕ ə j
hin-63_water-2	hin	63_water	paːniː	पानी	p aː n iː
hin-285_heap-1	hin	285_heap	ɖʰeːr	ढेर	ɖʰ eː r
hin-17_neck-1	hin	17_neck	ɡəlaː	गला	g ə l aː
hin-773_go-1	hin	773_go	d͡ʒaːnaː	जाना	dʒ aː n aː
hin-661_nine-1	hin	661_nine	nɔː	नौ	n ɔː
hin-728_blow-1	hin	728_blow	pʰũːknaː	फूँकना	pʰ ũː k n aː
hin-377_cap-1	hin	377_cap	ʈoːpiː	टोपी	ʈ oː p iː
hin-813_can-1	hin	813_can	səknaː	सकना	s ə k n aː
hin-804_listen-1	hin	804_listen	sʊnːaː	सुनना	s ʊ nː aː
hin-744_relax-2	hin	744_relax	aːraːm kərnaː	आराम करना	aː r aː m + k ə r n aː
hin-588_instantly-1	hin	588_instantly	tʊrənt	तुरंत	t ʊ r ə n t
hin-982_speak-1	hin	982_speak	boːlnaː	बोलना	b oː l n aː
hin-918_visit-1	hin	918_visit	mɪlnaː seː	मिलना से	m ɪ l n aː + s eː
hin-292_load-1	hin	292_load	bʰaːr	भार	bʰ aː r
hin-984_chat-2	hin	984_chat	baːtt͡ʃiːt kərnaː	बातचीत करना	b aː t tʃ iː t + k ə r n aː
hin-49_breath-2	hin	49_breath	sãːs	साँस	s ãː s
hin-585_together-1	hin	585_together	eːk saːtʰ	एक साथ	eː k + s aː tʰ
hin-561_nastydire-1	hin	561_nastydire	bʊraː	बुरा	b ʊ r aː
hin-130_nest-1	hin	130_nest	niːɽ	नीड़	n iː ɽ
hin-847_lift-1	hin	847_lift	ʊʈʰaːnaː	उठाना	ʊ ʈʰ aː n aː
hin-124_fur-1	hin	124_fur	kʰaːl	खाल	kʰ aː l
hin-938_steal-1	hin	938_steal	t͡ʃoːriː kərnaː	चोरी करना	tʃ oː r iː + k ə r n aː
hin-205_daughter-1	hin	205_daughter	beːʈiː	बेटी	b eː ʈ iː
hin-776_stop-2	hin	776_stop	kʰəɽaː hoːnə	खड़ा होना	kʰ ə ɽ aː + h oː n ə
hin-77_snow-2	hin	77_snow	bərf	बर्फ़	b ə r f
hin-72_shadow-1	hin	72_shadow	t͡ʃʰaːjaː	छाया	tʃʰ aː j aː
hin-34_foot-2	hin	34_foot	pãːv	पाँव	p ãː v
hin-981_say-2	hin	981_say	bətaːnaː	बताना	b ə t aː n aː
hin-329_nail-2	hin	329_nail	meːx	मेख़	m eː x
hin-452_noon-1	hin	452_noon	doːpəhər	दोपहर	d oː p ə h ə r
hin-473_december-1	hin	473_december	dɪsəmbər	दिसंबर	d ɪ s ə m b ə r
hin-387_blanket-1	hin	387_blanket	rəzaːiː	रज़ाई	r ə z aː iː
hin-300_board-2	hin	300_board	təxtaː	तख़्ता	t ə x t aː
hin-464_march-1	hin	464_march	maːrt͡ʃ	मार्च	m aː r tʃ
hin-932_win-1	hin	932_win	d͡ʒiːtnaː	जीतना	dʒ iː t n aː
hin-180_trap-2	hin	180_trap	pʰãdaː	फँदा	pʰ ã d aː
hin-754_standup-1	hin	754_standup	ʊʈʰnaː	उठना	ʊ ʈʰ n aː
hin-139_dog-1	hin	139_dog	ɕwaːn	श्वान	ɕ w aː n
hin-349_dish-2	hin	349_dish	vjəɲd͡ʒən	व्यंजन	v j ə ɲ dʒ ə n
hin-159_swan-2	hin	159_swan	məraːl	मराल	m ə r aː l
hin-127_paw-1	hin	127_paw	pə̃d͡ʒaː	पंजा	p ə̃ dʒ aː
hin-795_beannoyed-2	hin	795_beannoyed	naːraːz hoːnaː	नाराज़ होना	n aː r aː z + h oː n aː
hin-45_brain-2	hin	45_brain	məstɪʂk	मस्तिष्क	m ə s t ɪ ʂ k
hin-528_blue-2	hin	528_blue	aːsmaːnɪ	आसमानी	aː s m aː n ɪ
hin-674_athousand-1	hin	674_athousand	həzaːr	हज़ार	h ə z aː r
hin-494_hard-2	hin	494_hard	səxt	सख़्त	s ə x t
hin-939_disturb-1	hin	939_disturb	bʊraː ləɡənaː	बुरा लगना	b ʊ r aː + l ə g ə n aː
hin-229_news-1	hin	229_news	xəbər	ख़बर	x ə b ə r
hin-569_rich-2	hin	569_rich	əmiːr	अमीर	ə m iː r
hin-225_talk-2	hin	225_talk	vaːrtaː	वार्ता	v aː r t aː
hin-295_north-1	hin	295_north	ʊtːər	उत्तर	ʊ tː ə r
hin-712_dropdescend-1	hin	712_dropdescend	ɡʰəʈnaː	घटना	gʰ ə ʈ n aː
hin-425_price-1	hin	425_price	daːm	दाम	d aː m
hin-955_feed-1	hin	955_feed	kʰɪlaːnaː	खिलाना	kʰ ɪ l aː n aː
hin-206_brother-2	hin	206_brother	bʰraːtaː	भ्राता	bʰ r aː t aː
hin-962_bake-1	hin	962_bake	pəkaːnaː	पकाना	p ə k aː n aː
hin-458_spring-1	hin	458_spring	wəsənt	वसंत	w ə s ə n t
hin-495_soft-2	hin	495_soft	mʊlaːjəm	मुलायम	m ʊ l aː j ə m
hin-520_bitter-1	hin	520_bitter	kəʈʊ	कटु	k ə ʈ ʊ
hin-445_misfortune-1	hin	445_misfortune	mʊsiːbət	मुसीबत	m ʊ s iː b ə t
hin-444_damage-2	hin	444_damage	nʊqsaːn	नुक़सान	n ʊ q s aː n
hin-957_chop-1	hin	957_chop	kaːʈnaː	काटना	k aː ʈ n aː
hin-980_decorate-1	hin	980_decorate	səd͡ʒaːnaː	सजाना	s ə dʒ aː n aː
hin-764_jump-1	hin	764_jump	ʊt͡ʃʰəlnaː	उछलना	ʊ tʃʰ ə l n aː
hin-942_deceive-1	hin	942_deceive	dʰoːkʰaː deːnaː	धोखा देना	dʰ oː kʰ aː + d eː n aː
hin-739_gettired-1	hin	739_gettired	tʰəknaː	थकना	tʰ ə k n aː
hin-594_then-1	hin	594_then	təb	तब	t ə b
hin-546_diligent-1	hin	546_diligent	meːhnətiː	मेहनती	m eː h n ə t iː
hin-258_half-1	hin	258_half	ərdʰbʰaːɡ	अर्धभाग	ə r dʰ bʰ aː g
hin-782_stay-1	hin	782_stay	rəhnaː	रहना	r ə h n aː
hin-430_country-2	hin	430_country	mʊlk	मुल्क	m ʊ l k
hin-979_comb-1	hin	979_comb	kəɳɡʰiː kərnaː	कंघी करना	k ə ɳ gʰ iː + k ə r n aː
hin-147_wolf-2	hin	147_wolf	bʰeːɽɪjaː	भेड़िया	bʰ eː ɽ ɪ j aː
hin-507_damp-2	hin	507_damp	bʰiːɡaː	भीगा	bʰ iː g aː
hin-101_brook-2	hin	101_brook	nədɪkaː	नदिका	n ə d ɪ k aː
hin-781_comeback-2	hin	781_comeback	vaːpəs aːnaː	वापस आना	v aː p ə s + aː n aː
hin-1005_calculate-2	hin	1005_calculate	hɪsaːb kərnaː	हिसाब करना	h ɪ s aː b + k ə r n aː
hin-712_dropdescend-2	hin	712_dropdescend	ʊtərənaː	उतरना	ʊ t ə r ə n aː
hin-407_letter-2	hin	407_letter	pətr	पत्र	p ə t r
hin-948_pick-2	hin	948_pick	toːɽnaː	तोड़ना	t oː ɽ n aː
hin-858_stick-1	hin	858_stick	kʰõːsnaː	खोंसना	kʰ õː s n aː
hin-878_catch-1	hin	878_catch	pəkəɽnaː	पकड़ना	p ə k ə ɽ n aː
hin-326_fork-1	hin	326_fork	kãːʈaː	काँटा	k ãː ʈ aː
hin-165_spider-1	hin	165_spider	luːtaː	लूता	l uː t aː
hin-602_sometimes-1	hin	602_sometimes	kəbʰiː kəbʰiː	कभी कभी	k ə bʰ iː + k ə bʰ iː
hin-26_arm-2	hin	26_arm	baːzuː	बाज़ू	b aː z uː
hin-68_smoke-1	hin	68_smoke	dʰuːãː	धूआँ	dʰ uː ãː
hin-506_fresh-2	hin	506_fresh	taːzaː	ताज़ा	t aː z aː
hin-834_make-1	hin	834_make	kərnaː	करना	k ə r n aː
hin-1012_sell-1	hin	1012_sell	beːt͡ʃənaː	बेचना	b eː tʃ ə n aː
hin-273_edge-1	hin	273_edge	koːr	कोर	k oː r
hin-273_edge-2	hin	273_edge	kɪnaːraː	किनारा	k ɪ n aː r aː
hin-785_lookfor-1	hin	785_lookfor	ɖʰʊ̄̃ɽʰənaː	ढूँढ़ना	ɖʰ ʊ̄ ɽʰ ə n aː
hin-64_stone-1	hin	64_stone	pətʰːər	पत्थर	p ə tʰː ə r
hin-901_promise-1	hin	901_promise	waːdaː kərənaː	वादा करना	w aː d aː + k ə r ə n aː
hin-509_dry-1	hin	509_dry	suːkʰaː	सूखा	s uː kʰ aː
hin-554_sickill-1	hin	554_sickill	biːmaːr	बीमार	b iː m aː r
hin-903_praise-1	hin	903_praise	taːriːf kərnaː	तारीफ़ करना	t aː r iː f + k ə r n aː
hin-752_move-2	hin	752_move	hɪlnaː	हिलना	h ɪ l n aː
hin-596_once-1	hin	596_once	eːk dɪn	एक दिन	eː k + d ɪ n
hin-254_count-1	hin	254_count	taːdaːd	तादाद	t aː d aː d
hin-690_blow-1	hin	690_blow	t͡ʃələnaː	चलना	tʃ ə l ə n aː
hin-428_wealth-2	hin	428_wealth	dɔːlət	दौलत	d ɔː l ə t
hin-328_knife-2	hin	328_knife	t͡ʃaːquː	चाक़ू	tʃ aː q uː
hin-463_february-1	hin	463_february	fərvəriː	फ़रवरी	f ə r v ə r iː
hin-380_ring-1	hin	380_ring	ãːɡuːʈʰiː	अँगूठी	ãː g uː ʈʰ iː
hin-228_message-1	hin	228_message	suːt͡ʃənaː	सूचना	s uː tʃ ə n aː
hin-791_laugh-1	hin	791_laugh	hãsnaː	हँसना	h ã s n aː
hin-829_light-1	hin	829_light	d͡ʒəlaːnaː	जलाना	dʒ ə l aː n aː
hin-318_door-2	hin	318_door	dərvaːzaː	दरवाज़ा	d ə r v aː z aː
hin-936_sting-1	hin	936_sting	bʰeːdʰnaː	भेदना	bʰ eː dʰ n aː
hin-419_master-1	hin	419_master	ɕɪlpəɡj	शिल्पज्ञ	ɕ ɪ l p ə g j
hin-917_unite-2	hin	917_unite	səɲjʊkt kərnaː	संयुक्त करना	s ə ɲ j ʊ k t + k ə r n aː
hin-606_here-2	hin	606_here	jəhãː	यहाँ	j ə h ãː
hin-832_lose-1	hin	832_lose	kʰoːnaː	खोना	kʰ oː n aː
hin-768_swim-1	hin	768_swim	tɛːrnaː	तैरना	t ɛː r n aː
hin-550_dear-1	hin	550_dear	prɪj	प्रिय	p r ɪ j
hin-373_collar-1	hin	373_collar	ɡərdəniː	गरदनी	g ə r d ə n iː
hin-352_mush-2	hin	352_mush	dəlɪjaː	दलिया	d ə l ɪ j aː
hin-896_destroy-2	hin	896_destroy	bərbaːd kərnaː	बरबाद करना	b ə r b aː d + k ə r n aː
hin-603_often-1	hin	603_often	əksər	अक्सर	ə k s ə r
hin-39_body-3	hin	39_body	ɕəriːr	शरीर	ɕ ə r iː r
hin-865_sharpen-1	hin	865_sharpen	teːzə kərənaː	तेज़ करना	t eː z ə + k ə r ə n aː
hin-846_raise-1	hin	846_raise	ʊʈʰaːnaː	उठाना	ʊ ʈʰ aː n aː
hin-526_red-2	hin	526_red	sʊrx	सुर्ख़	s ʊ r x
hin-379_boot-1	hin	379_boot	buːʈ	बूट	b uː ʈ
hin-796_beafraid-1	hin	796_beafraid	ɖərnaː	डरना	ɖ ə r n aː
hin-788_prepare-1	hin	788_prepare	tɛːjaːr kərnaː	तैयार करना	t ɛː j aː r + k ə r n aː
hin-117_leaf-1	hin	117_leaf	pətr	पत्र	p ə t r
hin-780_arrive-1	hin	780_arrive	pəhũt͡ʃnaː	पहुँचना	p ə h ũ tʃ n aː
hin-229_news-2	hin	229_news	səmaːt͡ʃaːr	समाचार	s ə m aː tʃ aː r
hin-293_walk-1	hin	293_walk	t͡ʃaːl	चाल	tʃ aː l
hin-131_lair-1	hin	131_lair	bɪl	बिल	b ɪ l
hin-405_village-1	hin	405_village	ɡãːv	गाँव	g ãː v
hin-346_kettle-1	hin	346_kettle	deːɣ	देग़	d eː ɣ
hin-238_noise-1	hin	238_noise	ɕoːr	शोर	ɕ oː r
hin-1007_paint-1	hin	1007_paint	kĩːt͡ʃənaː	कींचना	k ĩː tʃ ə n aː
hin-539_weak-1	hin	539_weak	kəməzoːr	कमज़ोर	k ə m ə z oː r
hin-590_now-1	hin	590_now	əb	अब	ə b
hin-926_rescue-1	hin	926_rescue	bət͡ʃaːnaː	बचाना	b ə tʃ aː n aː
hin-344_cup-1	hin	344_cup	pjaːlaː	प्याला	p j aː l aː
hin-945_dwell-1	hin	945_dwell	rəhnaː	रहना	r ə h n aː
hin-143_elk-1	hin	143_elk	eːlk	एल्क	eː l k
hin-636_becauseof-2	hin	636_becauseof	kiː wəd͡ʒəhə seː	की वजह से	k iː + w ə dʒ ə h ə + s eː
hin-986_request-1	hin	986_request	mãːɡnaː seː	माँगना से	m ãː g n aː + s eː
hin-675_and-1	hin	675_and	ɔːr	और	ɔː r
hin-128_tail-1	hin	128_tail	pʊ̄̃t͡ʃʰ	पूँछ	p ʊ tʃʰ
hin-147_wolf-1	hin	147_wolf	vɽk	वृक	v ɽ k
hin-635_between-1	hin	635_between	keː biːt͡ʃ	के बीच	k eː + b iː tʃ
hin-496_round-2	hin	496_round	wərtʊl	वर्तुल	w ə r t ʊ l
hin-257_part-1	hin	257_part	bʰaːɡ	भाग	bʰ aː g
hin-620_not-1	hin	620_not	nə	न	n ə
hin-763_run-2	hin	763_run	dɔːɽənaː	दौड़ना	d ɔː ɽ ə n aː
hin-351_corn-1	hin	351_corn	ənaːd͡ʒ	अनाज	ə n aː dʒ
hin-43_sinew-1	hin	43_sinew	kəɳɖəraː	कंडरा	k ə ɳ ɖ ə r aː
hin-285_heap-2	hin	285_heap	əmbaːr	अंबार	ə m b aː r
hin-385_string-1	hin	385_string	ɖoːriː	डोरी	ɖ oː r iː
hin-598_afterwards-1	hin	598_afterwards	ɪskeː baːd	इसके बाद	ɪ s k eː + b aː d
hin-7_lip-2	hin	7_lip	hõːʈʰ	होंठ	h õː ʈʰ
hin-19_head-2	hin	19_head	ɕiːrʂ	शीर्ष	ɕ iː r ʂ
hin-631_behind-1	hin	631_behind	keː piːt͡ʃʰeː	के पीछे	k eː + p iː tʃʰ eː
hin-243_people-1	hin	243_people	loːɡ	लोग	l oː g
hin-497_pointed-1	hin	497_pointed	nʊkiːlaː	नुकीला	n ʊ k iː l aː
hin-100_source-1	hin	100_source	t͡ʃəɕmaː	चश्मा	tʃ ə ɕ m aː
hin-447_age-1	hin	447_age	aːjʊ	आयु	aː j ʊ
hin-278_angle-1	hin	278_angle	koːɳ	कोण	k oː ɳ
hin-335_figure-1	hin	335_figure	muːrtɪ	मूर्ति	m uː r t ɪ
hin-937_shove-1	hin	937_shove	dʰəkːaː deːnaː	धक्का देना	dʰ ə kː aː + d eː n aː
hin-944_kill-1	hin	944_kill	maːrnaː	मारना	m aː r n aː
hin-655_three-1	hin	655_three	tiːn	तीन	t iː n
hin-71_light-1	hin	71_light	roːɕniː	रोशनी	r oː ɕ n iː
hin-553_hungry-1	hin	553_hungry	bʰuːkʰaː	भूखा	bʰ uː kʰ aː
hin-436_enemy-1	hin	436_enemy	ɕətrʊ	शत्रु	ɕ ə t r ʊ
hin-476_wednesday-1	hin	476_wednesday	bʊdʰvaːr	बुधवार	b ʊ dʰ v aː r
hin-343_sack-1	hin	343_sack	boːraː	बोरा	b oː r aː
hin-183_ash-1	hin	183_ash	raːkʰ	राख	r aː kʰ
hin-854_bite-1	hin	854_bite	kaːʈnaː	काटना	k aː ʈ n aː
hin-977_puton-1	hin	977_puton	pəhənːaː	पहनना	p ə h ə nː aː
hin-983_talk-1	hin	983_talk	boːlnaː	बोलना	b oː l n aː
hin-131_lair-2	hin	131_lair	mãːd	माँद	m ãː d
hin-148_bird-1	hin	148_bird	pəkʂiː	पक्षी	p ə k ʂ iː
hin-353_bread-1	hin	353_bread	roːʈiː	रोटी	r oː ʈ iː
hin-375_trousers-2	hin	375_trousers	pətəluːn	पतलून	p ə t ə l uː n
hin-382_comb-1	hin	382_comb	kəŋɡʰiː	कंघी	k ə ŋ gʰ iː
hin-604_always-2	hin	604_always	həmeːɕaː	हमेशा	h ə m eː ɕ aː
hin-224_truth-1	hin	224_truth	sətj	सत्य	s ə t j
hin-500_heavy-1	hin	500_heavy	bʰaːriː	भारी	bʰ aː r iː
hin-763_run-1	hin	763_run	bʰaːɡnaː	भागना	bʰ aː g n aː
hin-431_state-1	hin	431_state	raːd͡ʒj	राज्य	r aː dʒ j
hin-116_twig-1	hin	116_twig	ʈəhniː	टहनी	ʈ ə h n iː
hin-855_tearoff-1	hin	855_tearoff	toːɽənaː	तोड़ना	t oː ɽ ə n aː
hin-676_or-1	hin	676_or	jaː	या	j aː
hin-395_pain-2	hin	395_pain	piːɽaː	पीड़ा	p iː ɽ aː
hin-26_arm-1	hin	26_arm	bãːh	बाँह	b ãː h
hin-684_end-1	hin	684_end	ənt hoːnaː	अंत होना	ə n t + h oː n aː
hin-123_feather-1	hin	123_feather	pər	पर	p ə r
hin-207_sister-1	hin	207_sister	bəhən	बहन	b ə h ə n
hin-305_staff-1	hin	305_staff	ləɡːaː	लग्गा	l ə gː aː
hin-9_face-1	hin	9_face	mũh	मुँह	m ũ h
hin-741_sleep-1	hin	741_sleep	soːnaː	सोना	s oː n aː
hin-441_gun-1	hin	441_gun	bənduːq	बंदूक़	b ə n d uː q
hin-194_woman-3	hin	194_woman	striː	स्त्री	s t r iː
hin-483_long-1	hin	483_long	ləmbaː	लंबा	l ə m b aː
hin-217_desire-1	hin	217_desire	t͡ʃaːh	चाह	tʃ aː h
hin-56_sky-1	hin	56_sky	aːkaːɕ	आकाश	aː k aː ɕ
hin-108_island-1	hin	108_island	ʈaːpuː	टापू	ʈ aː p uː
hin-575_far-2	hin	575_far	duːrəstʰ	दूरस्थ	d uː r ə s tʰ
hin-830_pickup-1	hin	830_pickup	ʊʈʰaːnaː	उठाना	ʊ ʈʰ aː n aː
hin-459_summer-2	hin	459_summer	ɡriːʂm	ग्रीष्म	g r iː ʂ m
hin-996_recognize-1	hin	996_recognize	pəht͡ʃaːnːaː	पहचानना	p ə h tʃ aː nː aː
hin-30_finger-1	hin	30_finger	ũɡliː	उँगली	ũ g l iː
hin-724_rustle-1	hin	724_rustle	sərəsəraːnaː	सरसराना	s ə r ə s ə r aː n aː
hin-733_live-1	hin	733_live	d͡ʒiːnaː	जीना	dʒ iː n aː
